docket_number,date_argued,justice,sentiment_score_afinn,sentiment_score_sentimentr,questions,interruptions,words_spoken,top_word,unigrams,most_positive_sentence,most_negative_sentence,caseName,petitioner_wins,justice_in_majority,voted_for_petitioner
19-46,2020-05-04T00:00:00Z,JUSTICE BREYER,,0.254154997156218,2,0,72,trademark,question thomas's question morning thomas's question trademark address 1418 35th street trademark address trademark telephone trademark,Thank you.,"You can have a -- a trademark that is an address, 1418 35th Street or something.",U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,FALSE,FALSE
19-46,2020-05-04T00:00:00Z,JUSTICE ALITO,,0.0972296930109951,2,0,79,era,goodyear era control lanham act similarly enacted era pre internet era law blatt relies belongs era rule makes sense internet age reconciled language lanham act,"What do you think I should do if I think that Goodyear is a case from a different era and doesn't control here but also think that the Lanham Act, similarly, was enacted in a different era, namely, in the pre-Internet era, and that the case law on which Ms. Blatt relies belongs to that era?",How can a rule that makes sense in the Internet age be reconciled with the language of the Lanham Act?,U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,TRUE,FALSE
19-46,2020-05-04T00:00:00Z,JUSTICE SOTOMAYOR,0,0.177734052489727,1,3,195,booking,ross picking position primary significance test public determining generic test ross ross stop moment looked definitions booking basically definition booking hotel service broader book hotel book leisure book travel book cars booking generic evidence ebooking car booking hotel booking finder conclude booking.com related entity descriptive word generic phrase,Counsel --,Let me stop you there for a moment.,U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,TRUE,FALSE
19-46,2020-05-04T00:00:00Z,JUSTICE KAGAN,-2,0.175902081536677,5,4,314,categorical,morning ross couple short question advocating categorical rule words trademarks rarely registered registrable registrable correct generic bookings.com booking.com ross people talking booking.coms booking.com generic page 44 customers understand term convey company line booking services term conveys additional meaning distinguish respondent's services providers guess test test consumer understand term convey additional meaning distinguish respondent's services test categorical rule suppose ross interrupt suppose ross lose categorical rule court court include opinion evaluate registration claims generic marks words categorical bridge thinking terms generic marks registrable,Right.,"Suppose, Ms. Ross, that you lose on your argument on a categorical rule.",U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,TRUE,FALSE
19-46,2020-05-04T00:00:00Z,JUSTICE GORSUCH,1.33333333333333,-0.0888262011176769,5,2,234,court,follow minute continue answering question suppose court accept bright line rule advise court write opinion draws sensitivity goodyear moment moment court guess leads question existing doctrinal tools lanham act sufficient questions consumer confusion lot competition law policy issues concerned consumer confusion lanham act accounts concerned generic term fair doctrine designed account sufficient doctrinal tools address concern competition law concerns raised intellectual property monopolization concerns intersect respect judgment congress,"Counsel, I'd like to follow up on that and -- and just give you another minute to -- to continue answering that question.",And it seems to me a lot of your argument on -- on competition law policy issues is concerned with consumer confusion.,U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,TRUE,FALSE
19-46,2020-05-04T00:00:00Z,JUSTICE KAVANAUGH,-0.5,0.2796063396485,2,0,87,domain,morning ross respondent threat monopoly domain domain names unique concerned ebooking.com similar names real world practical foresee coms obtain trademarks respondent registrations booking.com countries eu united kingdom respond,"Thank you, Mr. Chief Justice.",com or similar names in their brief.,U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,TRUE,FALSE
19-46,2020-05-04T00:00:00Z,JUSTICE GINSBURG,-0.333333333333333,0.0508824933894286,4,3,153,question,questions question generic term generic marks registered marks subject cancellation dozens coms registered focus cancellation apply cancel existing registration rule favor question follow answer telephone question 1 800 booking federal circuit precedent job deal federal circuit wrong distinction 1 800 mattress booking distinguish domain,I wanted you to focus on cancellation.,But it would be our job in this case to deal with that if the Federal Circuit is wrong.,U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,TRUE,FALSE
19-465,2020-05-13T00:00:00Z,CHIEF JUSTICE ROBERTS,1.4,0.393854116138505,9,5,263,coercive,lessig object pledge assume fine sanction simply requiring prospective elector pledge view addition sanction makes difference fine dollar violates constitution simply pledge violation sanction coercive effect simply symbolic requirement violates law legally coercive simply coercive words add dollar legally coercive view enforce popular vote referendum assuming gathers support law there'd enforce gore minute wrap purcell,Right.,"In other words, if you add one dollar, that becomes legally coercive?",CHIAFALO v. WASHINGTON,FALSE,TRUE,FALSE
19-465,2020-05-13T00:00:00Z,JUSTICE THOMAS,1,0.1903518111167,7,1,167,authority,lessig preliminary question granted authority regulate vote elector constitution prohibits curious federal function depend view elector discretion determine contours federal function federal function twelfth amendment mention discretion remove limits authority remove openly solicits payments vote authority,"Thank you, Chief Justice.","Should we ask ourselves whether or not the State is granted the authority to regulate the vote of the elector, or are -- is -- should we ask ourselves whether the Constitution prohibits the State?",CHIAFALO v. WASHINGTON,FALSE,TRUE,FALSE
19-465,2020-05-13T00:00:00Z,JUSTICE BREYER,3,0.171167290939549,7,3,332,vote,morning appoint people requirement permanent residents permanent resident time cast vote smith permanent resident elected residency vote cast permanent resident met state's requirement alternate cast vote difference situation promise vote person wins votes live requirement live requirement resident residence 10 minutes casts vote remove casts vote surely person casts vote jones black changed mind 10 minutes remove preceding change mind 10 minutes pledge hypothetical requirement cast cast vote person cast vote jones majority winner 10 minutes close person residence 10 minutes,Yes.,"And then could they say, and you must be a permanent resident at the time that you cast your vote?",CHIAFALO v. WASHINGTON,FALSE,TRUE,FALSE
19-465,2020-05-13T00:00:00Z,JUSTICE ALITO,-1,-0.214035660189804,4,3,279,elector,lessig question similar breyer's lines suppose elector bribed time popular vote time electors vote remove elector electors removed removal power appointment power removed circumstances removed circumstances removed elector bribed violation pledge circumstances create vacancy removing elector bribed question disagree lead chaos election popular vote close changing votes alter outcome throw house representatives rational response losing political party elements losing political party launch massive campaign influence electors period uncertainty president deny possibility prevails,Yes.,"Those who disagree with your argument say that it would lead to chaos, that in -- where the election -- where the popular vote is close and changing just a few votes would alter the outcome or throw it into the House of Representatives, there would be -- the rational response of the losing political party or elements within the losing political party would to be to launch a massive campaign to try to influence electors, and there would be a long period of uncertainty about who the next President was going to be.",CHIAFALO v. WASHINGTON,FALSE,TRUE,FALSE
